Animal ID,Animal Name,Animal Type,Sex,Years Old,Months Old,Primary Breed,Primary Color,Tag Number,Intake Date,Intake Type,Intake Subtype,Outcome Type,Outcome Subtype,Outcome Date,Intake Day of the Week,Outcome Day of the Week
A038843,ROXY,Dog,Spayed Female,1,0,BOXER,TAN,981020017885501,12/30/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/28/2018,Saturday,Sunday
A038930,PHOEBE,Cat,Spayed Female,3,0,DOMESTIC SH,BRN TABBY,985111000611365,12/04/2017,Stray,Animal Control,Return to Owner,Walk-In,12/05/2017,Monday,Tuesday
A038930,PHOEBE,Cat,Spayed Female,3,0,DOMESTIC SH,BRN TABBY,985111000611365,10/28/2018,Stray,Animal Control,Return to Owner,Microchip,10/28/2018,Sunday,Sunday
A038940,KHALEESI,Cat,Spayed Female,0,1.15,DOMESTIC SH,FLAME PT,981020019579902,05/29/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/08/2018,Tuesday,Friday
A038990,KINGSTON,Dog,Neutered Male,1,10,LABRADOR RETR,TAN,L18-11467,06/03/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,06/09/2018,Sunday,Saturday
A039072,BLOSSOM,Dog,Spayed Female,0,10,TR WALKER HOUND,TAN,981020019558268,04/21/2021,Confiscated,Nuisance,Return to Owner,,04/28/2021,Wednesday,Wednesday
A039072,BLOSSOM,Dog,Spayed Female,0,10,TR WALKER HOUND,TAN,981020019558268,04/28/2021,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/09/2021,Wednesday,Sunday
A039072,BLOSSOM,Dog,Spayed Female,0,10,TR WALKER HOUND,TAN,981020019558268,07/24/2021,Foster,Over the Counter,Adoption,,07/24/2021,Saturday,Saturday
A039072,BLOSSOM,Dog,Spayed Female,0,10,TR WALKER HOUND,TAN,981020019558268,06/05/2021,Return,Over the Counter,Foster,M/L DOG,06/09/2021,Saturday,Wednesday
A039072,BLOSSOM,Dog,Spayed Female,0,10,TR WALKER HOUND,TAN,981020019558268,05/15/2021,Return,Over the Counter,Adoption,Walk-In,06/04/2021,Saturday,Friday
A039072,BLOSSOM,Dog,Spayed Female,0,10,TR WALKER HOUND,TAN,981020019558268,07/01/2021,Foster,Over the Counter,Foster,M/L DOG,07/06/2021,Thursday,Tuesday
A039271,PRINCESS,Dog,Spayed Female,8,0,TR WALKER HOUND,WHITE,L18-010758,02/11/2018,Stray,Animal Control,Return to Owner,,02/11/2018,Sunday,Sunday
A039412,DARCY,Dog,Spayed Female,2,0,LABRADOR RETR,BLACK,981020019580777,03/14/2019,Euthanasia Request,Over the Counter,Euthanized,Behavior Severe,03/14/2019,Thursday,Thursday
A039535,ABIGAIL,Cat,Spayed Female,1,6,DOMESTIC SH,ORG TABBY,L19-009790,03/05/2019,Owner Surrendered,Over the Counter,Adoption,Website Information,03/09/2019,Tuesday,Saturday
A039551,COOKIE,Dog,Spayed Female,0,10,PIT BULL,BLACK,981020019571121,03/20/2019,Confiscated,Animal Cruelty,Euthanized,Behavior Manageable,05/17/2019,Wednesday,Friday
A039629,LUCY,Other,Spayed Female,1,0,RABBIT SH,WHITE,,11/13/2018,Owner Surrendered,Over the Counter,Adoption,Website Information,12/20/2018,Tuesday,Thursday
A039849,SCOOTER,Dog,Neutered Male,,,PARSON RUSS TER,WHITE,L18-011781,08/18/2018,Stray,Animal Control,Return to Owner,,08/20/2018,Saturday,Monday
A039849,SCOOTER,Dog,Neutered Male,,,PARSON RUSS TER,WHITE,L18-011781,10/28/2018,Stray,Animal Control,Return to Owner,,10/29/2018,Sunday,Monday
A039921,BISHOP,Dog,Neutered Male,1,0,PIT BULL,FAWN,982000405452555,01/25/2018,Stray,Animal Control,Return to Owner,Walk-In,01/25/2018,Thursday,Thursday
A039921,BISHOP,Dog,Neutered Male,1,0,PIT BULL,FAWN,L20-008942,02/24/2020,Stray,Animal Control,Return to Owner,Microchip,02/24/2020,Monday,Monday
A040058,JASPER,Dog,Neutered Male,5,0,LABRADOR RETR,WHITE,L18-010414,04/27/2018,Stray,Animal Control,Return to Owner,Tag Vaccine Info,04/27/2018,Friday,Friday
A040200,NALA,Dog,Spayed Female,1,0,WELSH CORGI CAR,BLACK,981020021069546,02/07/2018,Return,Over the Counter,Return to Owner,,02/09/2018,Wednesday,Friday
A040347,GRETA,Cat,Spayed Female,2,,DOMESTIC SH,DIL CALICO,981020021057078,07/31/2020,Owner Surrendered,OTC APPT,Transfer,Rescue Group,09/10/2020,Friday,Thursday
A040473,CRICKET,Dog,Spayed Female,,,YORKSHIRE TERR,BL BRINDLE,L20-009003,07/07/2020,Stray,Animal Control,Return to Owner,Website Information,07/08/2020,Tuesday,Wednesday
A040941,EVIE,Cat,Spayed Female,2,,DOMESTIC SH,GRAY,981020023186944,12/13/2017,Foster,Over the Counter,Adoption,Referral,11/01/2018,Wednesday,Thursday
A041027,RAGNAR,Cat,Neutered Male,,2.25,DOMESTIC SH,BRN TABBY,981020021894733,02/27/2018,Return,Over the Counter,Euthanized,Behavior Manageable,03/03/2018,Tuesday,Saturday
A041117,KODA,Dog,Spayed Female,,,BEAGLE,TAN,981020019171443,08/26/2018,Stray,Over the Counter,Return to Owner,Walk-In,08/26/2018,Sunday,Sunday
A041125,NAMI,Cat,Spayed Female,,,DOMESTIC SH,BLACK,981020021923705,11/08/2017,Return,Over the Counter,Adoption,Walk-In,12/03/2017,Wednesday,Sunday
A041391,RILEY,Dog,Male,,6,SHIH TZU,BLACK,,04/04/2018,Stray,Animal Control,Return to Owner,Walk-In,04/06/2018,Wednesday,Friday
A041391,RILEY,Dog,Male,,6,SHIH TZU,BLACK,L18-011146,11/25/2017,Stray,Animal Control,Return to Owner,Walk-In,12/06/2017,Saturday,Wednesday
A041551,CASEY,Dog,Spayed Female,7,,BEAGLE,TRICOLOR,981020021865866,12/20/2017,Stray,Animal Control,Return to Owner,Walk-In,12/20/2017,Wednesday,Wednesday
A041551,CASEY,Dog,Spayed Female,7,,BEAGLE,TRICOLOR,L20-008724,01/26/2020,Stray,Animal Control,Return to Owner,Walk-In,01/28/2020,Sunday,Tuesday
A041566,BUDDAH,Dog,Neutered Male,7,,POMERANIAN,TAN,L17-011378,06/26/2018,Stray,Animal Control,Return to Owner,Tag ID,06/26/2018,Tuesday,Tuesday
A041779,LAYLA,Dog,Spayed Female,2,,PIT BULL,GRAY,982000167798742,10/12/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,10/12/2020,Monday,Monday
A042003,ACE,Dog,Neutered Male,,3.5,SIBERIAN HUSKY,WHITE,L19-009157,12/26/2018,Confiscated,Animal Cruelty,Return to Owner,,01/08/2019,Wednesday,Tuesday
A042003,ACE,Dog,Neutered Male,,3.5,SIBERIAN HUSKY,WHITE,5364,09/13/2018,Confiscated,Animal Cruelty,Return to Owner,,09/21/2018,Thursday,Friday
A042064,POOR BOY,Dog,Neutered Male,2,,PIT BULL,BR BRINDLE,981020025732951,06/28/2018,Confiscated,Owner Arrested,Return to Owner,,07/13/2018,Thursday,Friday
A042118,NUBIS,Cat,Neutered Male,,1.5,ORIENTAL SH,GRAY,L18-011760,07/24/2018,Owner Surrendered,Over the Counter,Adoption,,08/17/2018,Tuesday,Friday
A042249,OLIVER,Cat,Neutered Male,,0.8,DOMESTIC SH,BLACK,L18-011202,04/07/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/13/2018,Saturday,Friday
A042278,BUDDAH,Dog,Male,3,,PIT BULL,GRAY,982000407416040,08/26/2018,Stray,Over the Counter,Return to Owner,,08/30/2018,Sunday,Thursday
A042278,BUDDAH,Dog,Male,3,,PIT BULL,GRAY,,08/14/2018,Stray,Animal Control,Return to Owner,,08/14/2018,Tuesday,Tuesday
A042278,BUDDAH,Dog,Male,3,,PIT BULL,GRAY,982000407416040,08/30/2018,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,08/31/2018,Thursday,Friday
A042466,SHAILA,Cat,Spayed Female,10,,PERSIAN,CREAM,L18-010865,02/18/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/24/2018,Sunday,Saturday
A042492,LEGEND,Dog,Male,,,GERM SHEPHERD,BLACK,,12/10/2019,Stray,Animal Control,Return to Owner,Walk-In,12/11/2019,Tuesday,Wednesday
A042492,LEGEND,Dog,Male,,,GERM SHEPHERD,BLACK,L20-008225,12/13/2019,Stray,Animal Control,Return to Owner,Walk-In,12/14/2019,Friday,Saturday
A042528,PRINCESS,Dog,Spayed Female,8,,YORKSHIRE TERR,CREAM,981020023173986,08/20/2021,Stray,Over the Counter,Foster,Adoption,09/05/2021,Friday,Sunday
A042528,PRINCESS,Dog,Spayed Female,8,,YORKSHIRE TERR,CREAM,981020023173986,09/05/2021,Foster,Over the Counter,Adoption,,09/05/2021,Sunday,Sunday
A042533,TOOTHLESS,Cat,Neutered Male,,2,DOMESTIC SH,BLACK,L19-008739,12/01/2018,Stray,Over the Counter,Return to Owner,,12/04/2018,Saturday,Tuesday
A042780,TOBY,Cat,Neutered Male,,,DOMESTIC SH,WHITE,L19-010037,04/14/2019,Stray,Over the Counter,Return to Owner,Microchip,04/15/2019,Sunday,Monday
A042783,ROCKY,Dog,Neutered Male,1,,BLUETICK HOUND,TRICOLOR,981020021902771,11/18/2017,Return,Over the Counter,Adoption,Walk-In,11/27/2017,Saturday,Monday
A042850,CHEVY,Dog,Neutered Male,8,,LABRADOR RETR,BLACK,985121005509850,03/17/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,03/22/2018,Saturday,Thursday
A042927,T'CHALLA CRACHER,Dog,Neutered Male,1,,LABRADOR RETR,BLACK,981020013710322,06/30/2019,Stray,Animal Control,Return to Owner,Phone Call,06/30/2019,Sunday,Sunday
A043133,APPA,Dog,Neutered Male,,4,SIBERIAN HUSKY,WHITE,941000021092078,03/04/2020,Stray,Animal Control,Return to Owner,Outside of Shelter,03/04/2020,Wednesday,Wednesday
A043147,ENA,Cat,Spayed Female,,,DOMESTIC SH,BLK TABBY,981020023257617,01/17/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/20/2021,Sunday,Wednesday
A043147,ENA,Cat,Spayed Female,,,DOMESTIC SH,BLK TABBY,981020023257617,01/22/2021,Stray,Over the Counter,Adoption,,02/04/2021,Friday,Thursday
A043232,BELLA,Dog,Spayed Female,,10,BOXER,BLACK,981020023271747,01/15/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/28/2018,Monday,Sunday
A043240,SPROUT,Cat,Spayed Female,,0.9,SIAMESE,LYNX PT,981020023253183,08/06/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/18/2018,Monday,Saturday
A043281,CHARLIE,Dog,Neutered Male,,,GERM SHEPHERD,BLACK,L19-009810,03/26/2019,Stray,Animal Control,Return to Owner,Walk-In,04/04/2019,Tuesday,Thursday
A043281,CHARLIE,Dog,Neutered Male,,,GERM SHEPHERD,BLACK,L19-009810,02/28/2019,Confiscated,Owner Evicted,Return to Owner,,03/12/2019,Thursday,Tuesday
A043282,SAMMY,Dog,Neutered Male,3,,YORKSHIRE TERR,GOLD,L18-010461,01/15/2018,Return,Over the Counter,Adoption,Walk-In,01/16/2018,Monday,Tuesday
A043307,LEXI,Dog,Spayed Female,,6,TR WALKER HOUND,WHITE,981020023272224,04/27/2019,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/04/2019,Saturday,Saturday
A043307,LEXI,Dog,Spayed Female,,6,TR WALKER HOUND,WHITE,981020023272224,05/07/2019,Return,Over the Counter,Adoption,Walk-In,05/17/2019,Tuesday,Friday
A043307,LEXI,Dog,Spayed Female,,6,TR WALKER HOUND,WHITE,981020023272224,06/02/2019,Return,Over the Counter,Adoption,,06/18/2019,Sunday,Tuesday
A043313,CAIN,Dog,Neutered Male,7,,PIT BULL,BROWN,981020023235897,02/07/2019,Confiscated,Animal Cruelty,Return to Owner,,02/07/2019,Thursday,Thursday
A043428,SADIE,Dog,Spayed Female,,3,LABRADOR RETR,BLACK,981020023285064,01/15/2018,Owner Surrendered,Over the Counter,Euthanized,,01/15/2018,Monday,Monday
A043570,GYPSY,Cat,Spayed Female,,1.3,DOMESTIC MH,TORTIE,L18-011773,07/13/2018,Owner Surrendered,Over the Counter,Adoption,TV Ad,08/18/2018,Friday,Saturday
A043591,CLEMSON,Cat,Neutered Male,,3,DOMESTIC SH,BRN TABBY,981020021816007,01/19/2018,Confiscated,Owner Evicted,Adoption,Walk-In,01/31/2018,Friday,Wednesday
A043603,P CHAN,Dog,Neutered Male,,4,PIT BULL,BLUE,981020023248494,10/10/2018,Euthanasia Request,Over the Counter,Euthanized,Aggressive,10/10/2018,Wednesday,Wednesday
A043658,PUP,Dog,Spayed Female,3,,PIT BULL,BLUE,985112004454452,02/17/2018,Confiscated,Owner Arrested,Adoption,Referral,03/01/2018,Saturday,Thursday
A043661,MIA,Dog,Female,10,,PEKINGESE,BROWN,985121012835078,02/19/2020,Owner Surrendered,Over the Counter,Euthanized,Condition Severe,02/20/2020,Wednesday,Thursday
A043784,LILLY,Cat,Spayed Female,1,6,DOMESTIC SH,TORBIE,981020023252524,12/05/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/23/2017,Tuesday,Saturday
A043784,LILLY,Cat,Spayed Female,1,6,DOMESTIC SH,TORBIE,L18-011762,05/16/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,08/17/2018,Wednesday,Friday
A043803,SILK,Cat,Spayed Female,,1.5,DOMESTIC SH,BLACK,L20-008384,12/06/2019,Transfer,Transfer,Adoption,Website Information,12/31/2019,Friday,Tuesday
A043886,KOVU,Cat,Neutered Male,,1.8,DOMESTIC SH,BRN TABBY,981020021788827,12/29/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,01/07/2021,Tuesday,Thursday
A043950,JACK FLASH,Dog,Neutered Male,3,,YORKSHIRE TERR,BROWN,981020021542098,02/08/2020,Owner Surrendered,Over the Counter,Adoption,Walk-In,02/13/2020,Saturday,Thursday
A043999,ACE,Cat,Neutered Male,,4,DOMESTIC SH,BRN TABBY,981020021545862,01/17/2021,Owner Surrendered,OTC APPT,Adoption,Walk-In,01/20/2021,Sunday,Wednesday
A043999,ACE,Cat,Neutered Male,,4,DOMESTIC SH,BRN TABBY,981020021545862,01/22/2021,Stray,Over the Counter,Adoption,Walk-In,02/04/2021,Friday,Thursday
A044071,MANDOLPH,Dog,Male,1,,GERM SHEPHERD,BLACK,L19-009496,01/31/2019,Stray,Over the Counter,Return to Owner,Website Information,02/01/2019,Thursday,Friday
A044205,JOCELYN,Cat,Spayed Female,2,,DOMESTIC SH,GRAY TABBY,981020023252930,09/15/2017,Stray,Animal Control,Adoption,Walk-In,12/20/2017,Friday,Wednesday
A044275,APOLLO,Dog,Neutered Male,3,,BEAGLE,BLUE TICK,981020023258069,02/04/2018,Return,Over the Counter,Adoption,Walk-In,02/10/2018,Sunday,Saturday
A044319,STELLA,Cat,Spayed Female,2,,DOMESTIC MH,TORBIE,981020021906282,11/21/2017,Return,Over the Counter,Adoption,Walk-In,12/13/2017,Tuesday,Wednesday
A044334,BIJOU,Cat,Spayed Female,,,DOMESTIC SH,TORBIE,981020023236207,11/30/2017,Foster,Over the Counter,Adoption,Walk-In,12/01/2017,Thursday,Friday
A044335,XENA,Dog,Spayed Female,2,,SHIBA INU,BLACK,981020021527123,02/06/2018,Stray,Over the Counter,Adoption,Walk-In,03/18/2018,Tuesday,Sunday
A044343,ARTEMIS,Dog,Neutered Male,,8,GREAT DANE,BLACK,981020021533049,04/02/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/11/2018,Monday,Wednesday
A044345,TRISTAN,Dog,Neutered Male,,,STAFFORDSHIRE,BROWN,,08/29/2018,Stray,Over the Counter,Return to Owner,Walk-In,08/30/2018,Wednesday,Thursday
A044357,MARCIE,Cat,Spayed Female,,,DOMESTIC MH,BLACK,981020021816878,11/20/2017,Foster,Over the Counter,Adoption,Walk-In,12/22/2017,Monday,Friday
A044418,HAYDEN,Cat,Neutered Male,,4,DOMESTIC SH,BRN TABBY,981020021521388,05/03/2018,Owner Surrendered,Over the Counter,Adoption,Walk-In,05/13/2018,Thursday,Sunday
A044457,EZZIE FIZZYBOTTOM,Cat,Spayed Female,9,,DOMESTIC SH,GRAY,981020023265767,10/02/2017,Stray,Over the Counter,Adoption,Website Information,12/10/2017,Monday,Sunday
A044533,LIZZY,Cat,Spayed Female,2,,DOMESTIC SH,GRAY TABBY,12833,12/07/2017,Euthanasia Request,Over the Counter,Euthanized,Illness Severe,12/07/2017,Thursday,Thursday
A044535,EVA,Cat,Spayed Female,4,,DOMESTIC SH,BLACK,L18-010186,10/05/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/21/2017,Thursday,Thursday
A044583,BAM BAM,Dog,Male,2,,ENG BULLDOG,WHITE,,12/23/2017,Stray,Animal Control,Return to Owner,,12/24/2017,Saturday,Sunday
A044673,CHUY,Dog,Neutered Male,2,,BEAGLE,BROWN,981020031368735,09/16/2019,Confiscated,Animal Cruelty,Adoption,Walk-In,09/28/2019,Monday,Saturday
A044714,BIRDY BIRD,Cat,Neutered Male,4,,DOMESTIC SH,BLACK,981020021480394,10/17/2017,Owner Surrendered,Over the Counter,Foster,Create Space,11/30/2017,Tuesday,Thursday
A044714,BIRDY BIRD,Cat,Neutered Male,4,,DOMESTIC SH,BLACK,981020021480394,12/01/2017,Foster,Over the Counter,Adoption,,12/01/2017,Friday,Friday
A044740,MITTENS,Cat,Spayed Female,1,6,DOMESTIC SH,WHITE,981020021489036,10/19/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/02/2017,Thursday,Saturday
A044751,IZZY POP,Cat,Neutered Male,,1.3,DOMESTIC SH,BRN TABBY,981020021545859,01/24/2018,Return,Over the Counter,Adoption,Walk-In,01/27/2018,Wednesday,Saturday
A044751,IZZY POP,Cat,Neutered Male,,1.3,DOMESTIC SH,BRN TABBY,981020021545859,01/03/2018,Return,Over the Counter,Adoption,,01/09/2018,Wednesday,Tuesday
A044768,HYDE,Dog,Neutered Male,3,0,GERM SHEPHERD,BROWN,981020021538553,02/08/2018,Stray,Animal Control,Return to Owner,Walk-In,02/08/2018,Thursday,Thursday
A044838,MISSY,Dog,Spayed Female,1,,LABRADOR RETR,BLACK,981020023254200,11/27/2017,Owner Surrendered,Over the Counter,Adoption,Website Information,12/10/2017,Monday,Sunday
A044842,OWEN,Cat,Neutered Male,,1.85,DOMESTIC SH,BRN TABBY,981020023191435,12/12/2017,Foster,Over the Counter,Adoption,Walk-In,12/14/2017,Tuesday,Thursday
A044843,OLIVE,Cat,Spayed Female,,,DOMESTIC SH,TORTIE,981020023221616,12/12/2017,Foster,Over the Counter,Adoption,Walk-In,12/13/2017,Tuesday,Wednesday
A044932,TASHA,Dog,Spayed Female,,,AM PIT BULL TER,GRAY,,08/25/2018,Euthanasia Request,Over the Counter,Euthanized,Age-Related,08/25/2018,Saturday,Saturday
A044934,VERONICA,Cat,Spayed Female,2,,DOMESTIC SH,TORTIE,98102021540474,10/30/2017,Stray,Over the Counter,Adoption,Walk-In,12/07/2017,Monday,Thursday
A044950,ELENA,Dog,Spayed Female,,3,PIT BULL,BL BRINDLE,981020021484781,12/02/2017,Return,Over the Counter,Adoption,Walk-In,12/05/2017,Saturday,Tuesday
A044967,DEE DEE,Cat,Spayed Female,,0.5,DOMESTIC SH,BLACK,981020023259723,12/13/2017,Foster,,Adoption,Website Information,12/15/2017,Wednesday,Friday
A044974,RAMONA,Cat,Spayed Female,,1,DOMESTIC SH,BRN TABBY,981020023192102,11/02/2017,Transfer,Transfer from Private Shelter,Adoption,,12/14/2017,Thursday,Thursday
A044974,RAMONA,Cat,Spayed Female,,1,DOMESTIC SH,BRN TABBY,981020023192102,03/28/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/16/2022,Monday,Saturday
A044976,BOGEY,Cat,Neutered Male,,1,DOMESTIC SH,BRN TABBY,981020021822411,03/28/2022,Owner Surrendered,Over the Counter,Adoption,Walk-In,04/16/2022,Monday,Saturday
A044976,BOGEY,Cat,Neutered Male,,1,DOMESTIC SH,BRN TABBY,981020021822411,11/02/2017,Transfer,Transfer from Private Shelter,Adoption,,12/14/2017,Thursday,Thursday
A044977,DEBOE,Dog,Neutered Male,,6,PIT BULL,BLUE,L18-010091,11/28/2017,Confiscated,Animal Cruelty,Adoption,Walk-In,12/17/2017,Tuesday,Sunday
A044977,DEBOE,Dog,Neutered Male,,6,PIT BULL,BLUE,981020021476098,01/24/2019,Owner Surrendered,Over the Counter,Euthanized,Behavior Severe,02/01/2019,Thursday,Friday
A045028,LILY,Cat,Spayed Female,4,,DOMESTIC SH,BLACK,981020023239128,11/04/2017,Confiscated,Animal Cruelty,Adoption,Walk-In,12/05/2017,Saturday,Tuesday
A045029,HENNESSEY,Cat,Neutered Male,,9,DOMESTIC SH,ORG TABBY,981020023248031,11/04/2017,Stray,Animal Control,Adoption,Walk-In,12/11/2017,Saturday,Monday
A045051,WEASEL,Cat,Neutered Male,,,DOMESTIC SH,WHITE,981020023202320,12/18/2017,Foster,Over the Counter,Adoption,Walk-In,12/20/2017,Monday,Wednesday
A045061,MARCUS,Cat,Neutered Male,4,,DOMESTIC SH,BUFF,981020023237445,11/07/2017,Stray,Animal Control,Adoption,Walk-In,12/02/2017,Tuesday,Saturday
A045082,JAZZY,Cat,Spayed Female,3,,DOMESTIC SH,TORTIE,L18-010069,11/09/2017,Stray,Animal Control,Adoption,Website Information,12/14/2017,Thursday,Thursday
A045104,HOLLY,Cat,Spayed Female,5,,DOMESTIC SH,BLACK,981020023244074,11/11/2017,Stray,Animal Control,Adoption,,12/26/2017,Saturday,Tuesday
A045104,HOLLY,Cat,Spayed Female,5,,DOMESTIC SH,BLACK,981020023244074,02/12/2020,Owner Surrendered,Over the Counter,Adoption,Website Information,03/14/2020,Wednesday,Saturday
A045148,MIKKO,Cat,Spayed Female,3,,DOMESTIC SH,TORBIE,981020021789961,11/15/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/20/2017,Wednesday,Wednesday
A045164,MAXAMILLION,Cat,Neutered Male,1,6,DOMESTIC SH,BRN TABBY,981020023251569,11/17/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/18/2017,Friday,Monday
A045167,,Dog,Male,3,,PIT BULL,BR BRINDLE,,11/17/2017,Confiscated,Owner Arrested,Euthanized,Behavior Manageable,11/28/2017,Friday,Tuesday
A045182,SNICKERS,Cat,Neutered Male,,6,DOMESTIC SH,BLK TABBY,981020023250168,11/18/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/06/2017,Saturday,Wednesday
A045200,SADIE,Dog,Spayed Female,10,,CHIHUAHUA SH,TAN,981020023243053,11/19/2017,Stray,Over the Counter,Foster,Condition Minor,12/04/2017,Sunday,Monday
A045200,SADIE,Dog,Spayed Female,10,,CHIHUAHUA SH,TAN,981020023243053,12/06/2017,Foster,Over the Counter,Adoption,,12/06/2017,Wednesday,Wednesday
A045200,SADIE,Dog,Spayed Female,10,,CHIHUAHUA SH,TAN,981020023243053,11/19/2017,Stray,Over the Counter,Foster,,12/04/2017,Sunday,Monday
A045203,BEIGNET,Dog,Spayed Female,8,,BASSET HOUND,TRICOLOR,4B5C562F54,10/03/2018,Stray,Animal Control,Return to Owner,Walk-In,10/03/2018,Wednesday,Wednesday
A045211,,Cat,Female,,4,DOMESTIC SH,TORTIE,,11/19/2017,Stray,Over the Counter,Euthanized,Time and Space,11/30/2017,Sunday,Thursday
A045212,,Cat,Female,,4,DOMESTIC SH,TORBIE,,11/19/2017,Stray,Over the Counter,Euthanized,Time and Space,11/30/2017,Sunday,Thursday
A045213,,Cat,Female,,4,DOMESTIC SH,BRN TABBY,,11/19/2017,Stray,Over the Counter,Euthanized,Time and Space,11/30/2017,Sunday,Thursday
A045223,TIRAMISU,Cat,Neutered Male,1,,DOMESTIC SH,BRN TABBY,981020023284471,11/20/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/20/2017,Monday,Wednesday
A045235,BRUTUS,Dog,Neutered Male,3,,CHIHUAHUA SH,TAN,981020023238909,11/21/2017,Stray,Animal Control,Return to Owner,Walk-In,12/01/2017,Tuesday,Friday
A045258,LUCY,Cat,Female,,3,DOMESTIC SH,GRAY,,11/22/2017,Stray,Over the Counter,Euthanized,Time and Space,11/28/2017,Wednesday,Tuesday
A045274,NORMAN,Dog,Male,3,,YORKSHIRE TERR,SILVER,171998,11/24/2017,Stray,Over the Counter,Return to Owner,Website Information,11/27/2017,Friday,Monday
A045275,,Dog,Female,1,,PIT BULL,WHITE,,11/24/2017,Stray,Animal Control,Euthanized,Behavior Manageable,12/05/2017,Friday,Tuesday
A045277,CHIP,Cat,Neutered Male,,3,DOMESTIC SH,GRAY,L18-010077,11/25/2017,Stray,Over the Counter,Adoption,Walk-In,12/15/2017,Saturday,Friday
A045278,PERSIA,Dog,Spayed Female,9,,PIT BULL,BR BRINDLE,,11/25/2017,Owner Surrendered,Over the Counter,Euthanized,Time and Space,11/27/2017,Saturday,Monday
A045283,BARETTA,Dog,Spayed Female,,,ROTTWEILER,BLACK,981020023268794,11/25/2017,Owner Surrendered,Over the Counter,Adoption,Walk-In,12/20/2017,Saturday,Wednesday
A045285,,Cat,Male,2,6,DOMESTIC SH,BLACK,,11/25/2017,Stray,Animal Control,Euthanized,Feral,11/27/2017,Saturday,Monday
A045286,,Dog,Female,3,,PIT BULL,BLUE,,11/26/2017,Stray,Animal Control,Euthanized,Behavior Severe,12/06/2017,Sunday,Wednesday
A045293,NEPTUNE,Cat,Neutered Male,4,6,DOMESTIC SH,GRAY TABBY,L18-010172,11/27/2017,Stray,Animal Control,Adoption,Walk-In,12/20/2017,Monday,Wednesday
A045297,,Cat,Male,,4,DOMESTIC SH,GRAY,,11/27/2017,Stray,Over the Counter,Euthanized,Feral,11/29/2017,Monday,Wednesday
A045300,,Cat,Male,,4,DOMESTIC SH,GRAY TABBY,,11/27/2017,Stray,Over the Counter,Euthanized,Feral,11/29/2017,Monday,Wednesday
A045316,,Other,Male,1,,RACCOON,GRAY,,11/28/2017,Stray,Over the Counter,Euthanized,Wildlife,11/28/2017,Tuesday,Tuesday
A045317,ELI,Dog,Male,1,,PIT BULL,GRAY,,11/28/2017,Stray,Animal Control,Euthanized,Behavior Manageable,12/09/2017,Tuesday,Saturday
A045319,,Cat,Unknown,3,,DOMESTIC MH,GRAY TABBY,,11/28/2017,Stray,Over the Counter,Euthanized,Feral,11/30/2017,Tuesday,Thursday
A045324,,Cat,Female,,3,DOMESTIC SH,BLACK,,11/29/2017,Stray,Over the Counter,Euthanized,Feral,12/01/2017,Wednesday,Friday
